head_entity,head_entity_label,relation,tail_entity,tail_entity_label,context
玉汝,PER,任职,兗州管內觀察使,OFI,宪宗即位，有旨令常赋外，岁出银六两，谓之包垛银。玉汝曰：「民力不支矣！」纠率诸路管民官，愬之阙下，得减三分之一。累官至龙虎卫上将军、泰定军节度使，兼兖州管内观察使，充行台参议。
玉汝,PER,任职,泰定軍節度使,OFI,宪宗即位，有旨令常赋外，岁出银六两，谓之包垛银。玉汝曰：「民力不支矣！」纠率诸路管民官，愬之阙下，得减三分之一。累官至龙虎卫上将军、泰定军节度使，兼兖州管内观察使，充行台参议。
玉汝,PER,任职,行臺參議,OFI,宪宗即位，有旨令常赋外，岁出银六两，谓之包垛银。玉汝曰：「民力不支矣！」纠率诸路管民官，愬之阙下，得减三分之一。累官至龙虎卫上将军、泰定军节度使，兼兖州管内观察使，充行台参议。
玉汝,PER,任职,龍虎衛上將軍,OFI,宪宗即位，有旨令常赋外，岁出银六两，谓之包垛银。玉汝曰：「民力不支矣！」纠率诸路管民官，愬之阙下，得减三分之一。累官至龙虎卫上将军、泰定军节度使，兼兖州管内观察使，充行台参议。
憲宗,PER,上下级,玉汝,PER,宪宗即位，有旨令常赋外，岁出银六两，谓之包垛银。玉汝曰：「民力不支矣！」纠率诸路管民官，愬之阙下，得减三分之一。累官至龙虎卫上将军、泰定军节度使，兼兖州管内观察使，充行台参议。
顗,PER,父母,僧辯,PER,祖僧辩，梁太尉、尚书令。父顗，北齐乐陵太守。
孺子,PER,上下级,周旦,PER,故得其人则治，伊尹放太甲，周旦相孺子是也；
周旦,PER,政治奥援,孺子,PER,故得其人则治，伊尹放太甲，周旦相孺子是也；
伊尹,PER,敌对攻伐,太甲,PER,故得其人则治，伊尹放太甲，周旦相孺子是也；
太宗,PER,上下级,承乾,PER,正伦数谏不纳，乃以太宗语告之，承干抗表闻奏。太宗谓正伦曰：「何故漏洩我语？」对曰：「开导不入，故以陛下语吓之，冀其有惧，或当反善。
承乾,PER,同僚,正倫,PER,正伦数谏不纳，乃以太宗语告之，承干抗表闻奏。太宗谓正伦曰：「何故漏洩我语？」对曰：「开导不入，故以陛下语吓之，冀其有惧，或当反善。
耶律善補,PER,任职,開府儀同三司,OFI,既得继迁。诸夷皆从。玺书褒奖。与惕隐耶律善补败宋将杨继业，加开府仪同三司、政事门下平章事。未几，以山西城邑多陷，夺兵柄。
耶律善補,PER,任职,政事門下平章事,OFI,既得继迁。诸夷皆从。玺书褒奖。与惕隐耶律善补败宋将杨继业，加开府仪同三司、政事门下平章事。未几，以山西城邑多陷，夺兵柄。
王鎔,PER,驻守,堯山,LOC,旧唐书作大顺二年，王镕援邢州，屯于尧山。
王鎔,PER,到达,邢州,LOC,旧唐书作大顺二年，王镕援邢州，屯于尧山。
太宗,PER,上下级,戴冑,PER,太宗甚嘉之，因谓侍臣曰：「戴冑于我无骨肉之亲，但以忠直励行，情深体国，事有机要，无不以闻。
覬,PER,兄弟,道存,PER,觊弟道存、从弟徽，颇营产业，二弟请假东还，觊出渚迎之，辎重十馀船，皆是绵绢纸席之属。觊见之伪喜，谓曰：「我比乏，得此甚要。
覬,PER,兄弟,徽,PER,觊弟道存、从弟徽，颇营产业，二弟请假东还，觊出渚迎之，辎重十馀船，皆是绵绢纸席之属。觊见之伪喜，谓曰：「我比乏，得此甚要。
道存,PER,兄弟,徽,PER,觊弟道存、从弟徽，颇营产业，二弟请假东还，觊出渚迎之，辎重十馀船，皆是绵绢纸席之属。觊见之伪喜，谓曰：「我比乏，得此甚要。
贄,PER,到达,山南,LOC,贽初入翰林，特承德宗异顾，歌诗戏狎，朝夕陪游。及出居艰阻之中，虽有宰臣，而谋猷参决，多出于贽，故当时目为「内相」。从幸山南，道途艰险，扈从不及，与帝相失，一夕不至，上喻军士曰：「得贽者赏千金。
帝,PER,政治奥援,贄,PER,贽初入翰林，特承德宗异顾，歌诗戏狎，朝夕陪游。及出居艰阻之中，虽有宰臣，而谋猷参决，多出于贽，故当时目为「内相」。从幸山南，道途艰险，扈从不及，与帝相失，一夕不至，上喻军士曰：「得贽者赏千金。
鄭洪,PER,任职,捕賊官,OFI,初立言集两县吏卒，万年捕贼官郑洪惧祸讬疾，旣而诈死，令家人丧服聚哭。姚中立阴知其故，恐以诈闻，不免其累，乃以状告洪之诈。
立言,PER,上下级,鄭洪,PER,初立言集两县吏卒，万年捕贼官郑洪惧祸讬疾，旣而诈死，令家人丧服聚哭。姚中立阴知其故，恐以诈闻，不免其累，乃以状告洪之诈。
鄭洪,PER,管理,萬年,LOC,初立言集两县吏卒，万年捕贼官郑洪惧祸讬疾，旣而诈死，令家人丧服聚哭。姚中立阴知其故，恐以诈闻，不免其累，乃以状告洪之诈。
姚中立,PER,敌对攻伐,洪,PER,初立言集两县吏卒，万年捕贼官郑洪惧祸讬疾，旣而诈死，令家人丧服聚哭。姚中立阴知其故，恐以诈闻，不免其累，乃以状告洪之诈。
漢武,PER,敌对攻伐,匈奴,LOC,夏后以序戎而圣化茂，古公以避狄而王业兴；周城朔方而猃狁攘，秦筑临洮而宗社覆；汉武讨匈奴而贻悔，太宗征突厥而致安；
太宗,PER,敌对攻伐,突厥,LOC,夏后以序戎而圣化茂，古公以避狄而王业兴；周城朔方而猃狁攘，秦筑临洮而宗社覆；汉武讨匈奴而贻悔，太宗征突厥而致安；
猛安,PER,敌对攻伐,順,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,敌对攻伐,雲,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
猛安,PER,敌对攻伐,雲,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,敌对攻伐,順,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,敌对攻伐,薊,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
猛安,PER,敌对攻伐,薊,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
猛安,PER,敌对攻伐,中都,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,敌对攻伐,中都,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
猛安,PER,敌对攻伐,漢,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
猛安,PER,任职,太傅,OFI,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,同僚,猛安,PER,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,到达,古北口,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
猛安,PER,到达,古北口,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
三合拔都,PER,敌对攻伐,漢,LOC,从三合拔都、太傅猛安率兵南征，下古北口，攻蓟、云、顺等州，所过迎降，得汉军数万，遂围中都。
悉諾邏,PER,任职,懷義王,OFI,后二年，苏毗子悉诺逻来降，封怀义王，赐李氏。
蘇毗,PER,父母,悉諾邏,PER,后二年，苏毗子悉诺逻来降，封怀义王，赐李氏。
馬卿,PER,任职,武騎,OFI,昔汉氏西京，梁王建国，平台、东苑，慕义如林。马卿辞武骑之官，枚乘罢弘农之守。
梁王,PER,管理,平臺,LOC,昔汉氏西京，梁王建国，平台、东苑，慕义如林。马卿辞武骑之官，枚乘罢弘农之守。
梁王,PER,管理,東苑,LOC,昔汉氏西京，梁王建国，平台、东苑，慕义如林。马卿辞武骑之官，枚乘罢弘农之守。
枚乘,PER,管理,弘農,LOC,昔汉氏西京，梁王建国，平台、东苑，慕义如林。马卿辞武骑之官，枚乘罢弘农之守。
士謙,PER,政治奥援,震,PER,震惶惧请罪，士谦谓之曰：「卿本无杀心，何为相谢！然可远去，无为吏之所拘。
張存敬,PER,敌对攻伐,晉,LOC,天复元年正月，汴将张存敬攻陷晋、绛二州，以兵二万屯绛州，以扼援路。二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
張存敬,PER,敌对攻伐,絳,LOC,天复元年正月，汴将张存敬攻陷晋、绛二州，以兵二万屯绛州，以扼援路。二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
張存敬,PER,出生于某地,汴,LOC,天复元年正月，汴将张存敬攻陷晋、绛二州，以兵二万屯绛州，以扼援路。二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
張存敬,PER,驻守,絳州,LOC,天复元年正月，汴将张存敬攻陷晋、绛二州，以兵二万屯绛州，以扼援路。二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
張存敬,PER,敌对攻伐,河中,LOC,天复元年正月，汴将张存敬攻陷晋、绛二州，以兵二万屯绛州，以扼援路。二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
劉什婆,PER,敌对攻伐,郡縣,LOC,山胡刘什婆寇掠郡县，罴讨灭之。自是部内肃然，莫不敬惮。后改吐京镇为汾州，仍以罴为刺史。前吐京太守刘升，在郡甚有威惠，限满还都，胡民八百馀人诣罴请之。
羆,PER,敌对攻伐,劉什婆,PER,山胡刘什婆寇掠郡县，罴讨灭之。自是部内肃然，莫不敬惮。后改吐京镇为汾州，仍以罴为刺史。前吐京太守刘升，在郡甚有威惠，限满还都，胡民八百馀人诣罴请之。
劉什婆,PER,出生于某地,山胡,LOC,山胡刘什婆寇掠郡县，罴讨灭之。自是部内肃然，莫不敬惮。后改吐京镇为汾州，仍以罴为刺史。前吐京太守刘升，在郡甚有威惠，限满还都，胡民八百馀人诣罴请之。
劉升,PER,任职,太守,OFI,山胡刘什婆寇掠郡县，罴讨灭之。自是部内肃然，莫不敬惮。后改吐京镇为汾州，仍以罴为刺史。前吐京太守刘升，在郡甚有威惠，限满还都，胡民八百馀人诣罴请之。
劉升,PER,管理,吐京,LOC,山胡刘什婆寇掠郡县，罴讨灭之。自是部内肃然，莫不敬惮。后改吐京镇为汾州，仍以罴为刺史。前吐京太守刘升，在郡甚有威惠，限满还都，胡民八百馀人诣罴请之。
護,PER,政治奥援,德皇帝,PER,于是诏于同州晋国第，立德皇帝别庙，使护祭焉。
阿虎帶,PER,管理,河中,LOC,时河中帅阿虎带及僚属十数人皆以弃城罪当死，系同州狱待报。
阿虎帶,PER,到达,同州,LOC,时河中帅阿虎带及僚属十数人皆以弃城罪当死，系同州狱待报。
璋,PER,政治奥援,可喜,PER,大定二年，上谒山陵，璋等九人会于可喜家，说万户高松，不从。
可喜,PER,政治奥援,高松,PER,大定二年，上谒山陵，璋等九人会于可喜家，说万户高松，不从。
璋,PER,政治奥援,高松,PER,大定二年，上谒山陵，璋等九人会于可喜家，说万户高松，不从。
晉國公,PER,任职,都督中外諸軍事,OFI,使持节、太师、都督中外诸军事、柱国大将军、大冢宰晋国公，体道居贞，含和诞德，地居戚右，才表栋隆。
晉國公,PER,任职,大冢宰,OFI,使持节、太师、都督中外诸军事、柱国大将军、大冢宰晋国公，体道居贞，含和诞德，地居戚右，才表栋隆。
晉國公,PER,任职,柱國大將軍,OFI,使持节、太师、都督中外诸军事、柱国大将军、大冢宰晋国公，体道居贞，含和诞德，地居戚右，才表栋隆。
晉國公,PER,任职,太師,OFI,使持节、太师、都督中外诸军事、柱国大将军、大冢宰晋国公，体道居贞，含和诞德，地居戚右，才表栋隆。
晉國公,PER,任职,使持節,OFI,使持节、太师、都督中外诸军事、柱国大将军、大冢宰晋国公，体道居贞，含和诞德，地居戚右，才表栋隆。
周天驥,PER,任职,知州,OFI,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
宋都〈得，彳改角〉,PER,政治奥援,宏偉,PER,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
管忠節,PER,敌对攻伐,宏偉,PER,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
鄒超,PER,敌对攻伐,宏偉,PER,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
管忠節,PER,同僚,鄒超,PER,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
宏偉,PER,管理,吉州,LOC,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
宏偉,PER,任职,參佐官,OFI,至吉州，宋主将管忠节、路分邹超悉众出战，宏伟败之，追北二十馀里，薄其城，示以祸福，知州周天骥以城降。宋都〈得，彳改角〉嘉宏伟有功，赏银三十两，署为吉州参佐官。
蕭銑,PER,任职,中書侍郎,OFI,其后，郡举秀才，以时乱不应。萧铣僭号于荆州，召署中书侍郎，专典文翰。及河间王孝恭定荆州，军中将士咸欲大掠，文本进说孝恭曰：「自隋室无道，群雄鼎沸，四海延颈以望真主。
孝恭,PER,任职,河間王,OFI,其后，郡举秀才，以时乱不应。萧铣僭号于荆州，召署中书侍郎，专典文翰。及河间王孝恭定荆州，军中将士咸欲大掠，文本进说孝恭曰：「自隋室无道，群雄鼎沸，四海延颈以望真主。
孝恭,PER,敌对攻伐,荊州,LOC,其后，郡举秀才，以时乱不应。萧铣僭号于荆州，召署中书侍郎，专典文翰。及河间王孝恭定荆州，军中将士咸欲大掠，文本进说孝恭曰：「自隋室无道，群雄鼎沸，四海延颈以望真主。
于桓,PER,敌对攻伐,太祖,PER,窟咄之难，崇外甥于桓等谋执太祖以应之，告崇曰：「今窟咄已立，众咸归附，富贵不可失，愿舅图之。
王謐,PER,任职,司徒,OFI,景仁少有大成之量，司徒王谧见而以女妻之。为宋武帝太尉行参军，历位中书侍郎。
景仁,PER,任职,中書侍郎,OFI,景仁少有大成之量，司徒王谧见而以女妻之。为宋武帝太尉行参军，历位中书侍郎。
景仁,PER,任职,太尉行參軍,OFI,景仁少有大成之量，司徒王谧见而以女妻之。为宋武帝太尉行参军，历位中书侍郎。
景仁,PER,上下级,宋武帝,PER,景仁少有大成之量，司徒王谧见而以女妻之。为宋武帝太尉行参军，历位中书侍郎。
王謐,PER,上下级,宋武帝,PER,景仁少有大成之量，司徒王谧见而以女妻之。为宋武帝太尉行参军，历位中书侍郎。
張思禮,PER,管理,疏勒,LOC,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
張思禮,PER,任职,副使,OFI,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
孝嵩,PER,政治奥援,謹忙,PER,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
張思禮,PER,同僚,謹忙,PER,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
孝嵩,PER,上下级,張思禮,PER,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
張思禮,PER,敌对攻伐,吐蕃,LOC,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
謹忙,PER,敌对攻伐,吐蕃,LOC,孝嵩听许，遣疏勒副使张思礼以步骑四千昼夜驰，与谨忙兵夹击吐蕃，死者数万，多取铠仗、马羊，复九城故地。
劉崇,PER,管理,山南西道,LOC,太祖与仲兄存俱亡为盗，全昱独与其母犹寄食刘崇家。太祖已贵，乃与其母俱归宣武，领山南西道节度使。以太师致仕。
全昱,PER,任职,太師,OFI,太祖与仲兄存俱亡为盗，全昱独与其母犹寄食刘崇家。太祖已贵，乃与其母俱归宣武，领山南西道节度使。以太师致仕。
劉崇,PER,任职,節度使,OFI,太祖与仲兄存俱亡为盗，全昱独与其母犹寄食刘崇家。太祖已贵，乃与其母俱归宣武，领山南西道节度使。以太师致仕。
全昱,PER,任职,節度使,OFI,太祖与仲兄存俱亡为盗，全昱独与其母犹寄食刘崇家。太祖已贵，乃与其母俱归宣武，领山南西道节度使。以太师致仕。
全昱,PER,到达,宣武,LOC,太祖与仲兄存俱亡为盗，全昱独与其母犹寄食刘崇家。太祖已贵，乃与其母俱归宣武，领山南西道节度使。以太师致仕。
孟琯,PER,任职,縣令,OFI,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
姚中立,PER,任职,長史,OFI,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
孟琯,PER,任职,長史,OFI,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
姚中立,PER,任职,縣令,OFI,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
孟琯,PER,管理,硤州,LOC,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
姚中立,PER,管理,朗州,LOC,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
孟琯,PER,管理,長安,LOC,长安县令孟琯贬硖州长史，万年县令姚中立朗州长史。以两县捕贼官受立言指使故也。
張承業,PER,任职,供奉官,OFI,八月乙酉，供奉官张承业赍诏告谕。
高祖,PER,到达,汴,LOC,由是从益遣使往太原贡奉。高祖至汴，罢使归班。隐帝嗣位，用为汝州防御使，汝为近辅，号为难治，审交尽去烦弊，无扰于民，百姓歌之。
審交,PER,管理,汝,LOC,由是从益遣使往太原贡奉。高祖至汴，罢使归班。隐帝嗣位，用为汝州防御使，汝为近辅，号为难治，审交尽去烦弊，无扰于民，百姓歌之。
審交,PER,管理,汝州,LOC,由是从益遣使往太原贡奉。高祖至汴，罢使归班。隐帝嗣位，用为汝州防御使，汝为近辅，号为难治，审交尽去烦弊，无扰于民，百姓歌之。
隱帝,PER,上下级,審交,PER,由是从益遣使往太原贡奉。高祖至汴，罢使归班。隐帝嗣位，用为汝州防御使，汝为近辅，号为难治，审交尽去烦弊，无扰于民，百姓歌之。
太祖,PER,敌对攻伐,鳳翔,LOC,太祖围凤翔，晋人袭梁，友伦以兵三万至矾山，晋人乃却，友伦西会太祖于凤翔。昭宗还长安，拜友伦宁远军节度使。
昭宗,PER,上下级,友倫,PER,太祖围凤翔，晋人袭梁，友伦以兵三万至矾山，晋人乃却，友伦西会太祖于凤翔。昭宗还长安，拜友伦宁远军节度使。
友倫,PER,到达,礬山,LOC,太祖围凤翔，晋人袭梁，友伦以兵三万至矾山，晋人乃却，友伦西会太祖于凤翔。昭宗还长安，拜友伦宁远军节度使。
友倫,PER,政治奥援,太祖,PER,太祖围凤翔，晋人袭梁，友伦以兵三万至矾山，晋人乃却，友伦西会太祖于凤翔。昭宗还长安，拜友伦宁远军节度使。
太祖,PER,到达,鳳翔,LOC,太祖围凤翔，晋人袭梁，友伦以兵三万至矾山，晋人乃却，友伦西会太祖于凤翔。昭宗还长安，拜友伦宁远军节度使。
友倫,PER,到达,鳳翔,LOC,太祖围凤翔，晋人袭梁，友伦以兵三万至矾山，晋人乃却，友伦西会太祖于凤翔。昭宗还长安，拜友伦宁远军节度使。
綱,PER,任职,中領軍,OFI,周文以纲职典禁旅，使密为之备。俄而废帝立齐王，仍以纲为中领军，总宿卫事。
齊王,PER,上下级,綱,PER,周文以纲职典禁旅，使密为之备。俄而废帝立齐王，仍以纲为中领军，总宿卫事。
周文,PER,上下级,綱,PER,周文以纲职典禁旅，使密为之备。俄而废帝立齐王，仍以纲为中领军，总宿卫事。
尉遲雋,PER,敌对攻伐,沂州,LOC,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
宇文威,PER,敌对攻伐,汴州,LOC,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
烏丸尼,PER,敌对攻伐,沂州,LOC,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
烏丸尼,PER,管理,莒州,LOC,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
烏丸尼,PER,任职,刺史,OFI,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
宇文威,PER,任职,上大將軍,OFI,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
尉遲雋,PER,任职,開府,OFI,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
烏丸尼,PER,同僚,尉遲雋,PER,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
宇文威,PER,同僚,烏丸尼,PER,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
宇文威,PER,同僚,尉遲雋,PER,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
烏丸尼,PER,任职,上開府,OFI,上大将军宇文威攻汴州，上开府莒州刺史乌丸尼、开府尉迟隽率胶、光、青、齐、莒、兖之众围沂州。
董文忠,PER,任职,符寶郎,OFI,裕宗甚爱之，谓符宝郎董文忠曰：「汝为我奏请，以谅所管民户隶于我，庶得谅尽力为我用。」文忠入奏，帝从之。未几，授谅嘉议大夫，迁兵部尚书
裕宗,PER,上下级,董文忠,PER,裕宗甚爱之，谓符宝郎董文忠曰：「汝为我奏请，以谅所管民户隶于我，庶得谅尽力为我用。」文忠入奏，帝从之。未几，授谅嘉议大夫，迁兵部尚书
諒,PER,任职,嘉議大夫,OFI,裕宗甚爱之，谓符宝郎董文忠曰：「汝为我奏请，以谅所管民户隶于我，庶得谅尽力为我用。」文忠入奏，帝从之。未几，授谅嘉议大夫，迁兵部尚书
諒,PER,任职,兵部尚書,OFI,裕宗甚爱之，谓符宝郎董文忠曰：「汝为我奏请，以谅所管民户隶于我，庶得谅尽力为我用。」文忠入奏，帝从之。未几，授谅嘉议大夫，迁兵部尚书
文忠,PER,政治奥援,帝,PER,裕宗甚爱之，谓符宝郎董文忠曰：「汝为我奏请，以谅所管民户隶于我，庶得谅尽力为我用。」文忠入奏，帝从之。未几，授谅嘉议大夫，迁兵部尚书
帝,PER,上下级,諒,PER,裕宗甚爱之，谓符宝郎董文忠曰：「汝为我奏请，以谅所管民户隶于我，庶得谅尽力为我用。」文忠入奏，帝从之。未几，授谅嘉议大夫，迁兵部尚书
承暉,PER,任职,記室參軍,OFI,五年，自东阿丞召补尚书省令史，用宗室承晖荐授应奉翰林文字，兼韩王府记室参军。俄转太学博士
承暉,PER,任职,太學博士,OFI,五年，自东阿丞召补尚书省令史，用宗室承晖荐授应奉翰林文字，兼韩王府记室参军。俄转太学博士
承暉,PER,任职,應奉翰林文字,OFI,五年，自东阿丞召补尚书省令史，用宗室承晖荐授应奉翰林文字，兼韩王府记室参军。俄转太学博士
靖君亮,PER,管理,羅川郡,LOC,与同郡人齐王文学王孝逸、文林郎繁师玄、罗川郡户曹靖君亮、司隷从事郑祖咸、宣城县长郑师善、
繁師玄,PER,任职,文林郎,OFI,与同郡人齐王文学王孝逸、文林郎繁师玄、罗川郡户曹靖君亮、司隷从事郑祖咸、宣城县长郑师善、
靖君亮,PER,任职,戶曹,OFI,与同郡人齐王文学王孝逸、文林郎繁师玄、罗川郡户曹靖君亮、司隷从事郑祖咸、宣城县长郑师善、
鄭祖咸,PER,任职,司隷從事,OFI,与同郡人齐王文学王孝逸、文林郎繁师玄、罗川郡户曹靖君亮、司隷从事郑祖咸、宣城县长郑师善、
鄭師善,PER,任职,縣長,OFI,与同郡人齐王文学王孝逸、文林郎繁师玄、罗川郡户曹靖君亮、司隷从事郑祖咸、宣城县长郑师善、
王孝逸,PER,任职,齊王文學,OFI,与同郡人齐王文学王孝逸、文林郎繁师玄、罗川郡户曹靖君亮、司隷从事郑祖咸、宣城县长郑师善、
叔玠,PER,同僚,戴冑,PER,史臣曰：王珪履正不回，忠谠无比，君臣时命，胥会于兹。易曰：「自天祐之，吉，无不利。」叔玠有焉。戴冑两朝仕官，一乃心力，刑无僭滥，事有箴规。
贄,PER,任职,門下同平章事,OFI,八年四月，窦参得罪，以贽为中书侍郎、门下同平章事。
運,PER,任职,刺史,OFI,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
運,PER,任职,安喜縣侯,OFI,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
運,PER,任职,周城縣公,OFI,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
運,PER,任职,軍司馬,OFI,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
運,PER,任职,左武伯中大夫,OFI,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
運,PER,上下级,周明帝,PER,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
運,PER,管理,隴州,LOC,运少强济，志在立功。魏大统十六年，以父勳封安喜县侯。周明帝立，以预定策勳，进爵周城县公。历位陇州刺史，再迁左武伯中大夫，寻加军司马。
李嗣源,PER,敌对攻伐,汴,LOC,李存信坚请且入北蕃，续图进取，嗣昭等固争之，太妃刘氏亦极言于内，乃止。居数日，亡散之士复集，军城稍安。李嗣昭与李嗣源夜入汴军，斩将搴旗，敌人扞御不暇，自相惊扰。
李嗣昭,PER,同僚,李嗣源,PER,李存信坚请且入北蕃，续图进取，嗣昭等固争之，太妃刘氏亦极言于内，乃止。居数日，亡散之士复集，军城稍安。李嗣昭与李嗣源夜入汴军，斩将搴旗，敌人扞御不暇，自相惊扰。
